id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
24753810,战狼,,https://dou.img.lithub.cc/movie/24753810.jpg,2015-04-02(中国大陆),https://movie.douban.com/subject/24753810/,7,"动作,战争",,,,2024-04-02 17:39:29,2015 / 中国大陆 / 动作 战争 / 吴京 / 吴京 余男
26430636,狂暴巨兽,,https://dou.img.lithub.cc/movie/26430636.jpg,2018-04-13(中国大陆),https://movie.douban.com/subject/26430636/,6.3,"动作,科幻,冒险",,,,2024-04-02 17:38:21,2018 / 美国 / 动作 科幻 冒险 / 布拉德·佩顿 / 道恩·强森 娜奥米·哈里斯
26363254,战狼2,,https://dou.img.lithub.cc/movie/26363254.jpg,2017-07-27(中国大陆),https://movie.douban.com/subject/26363254/,7.1,"动作,战争",,,,2024-04-02 17:38:18,2017 / 中国大陆 / 动作 战争 / 吴京 / 吴京 弗兰克·格里罗
30176393,误杀,,https://dou.img.lithub.cc/movie/30176393.jpg,2019-12-13(中国大陆),https://movie.douban.com/subject/30176393/,7.5,"剧情,悬疑,犯罪",,,,2024-04-02 17:38:04,2019 / 中国大陆 / 剧情 悬疑 犯罪 / 柯汶利 / 肖央 谭卓
27605698,西虹市首富,,https://dou.img.lithub.cc/movie/27605698.jpg,2018-07-27(中国大陆),https://movie.douban.com/subject/27605698/,6.6,喜剧,,,,2024-04-02 17:37:22,2018 / 中国大陆 / 喜剧 / 闫非 彭大魔 / 沈腾 宋芸桦
2131940,魔兽,,https://dou.img.lithub.cc/movie/2131940.jpg,2016-06-08(中国大陆),https://movie.douban.com/subject/2131940/,7.6,"动作,奇幻,冒险",,,,2024-04-02 17:36:51,2016 / 美国 中国大陆 加拿大 日本 / 动作 奇幻 冒险 / 邓肯·琼斯 / 崔维斯·费米尔 托比·凯贝尔
20435622,环太平洋：雷霆再起,,https://dou.img.lithub.cc/movie/20435622.jpg,2018-03-23(中国大陆),https://movie.douban.com/subject/20435622/,5.4,"动作,科幻,冒险",,,,2024-04-02 17:36:45,2018 / 英国 中国大陆 日本 美国 墨西哥 / 动作 科幻 冒险 / 斯蒂文·S·迪奈特 / 约翰·博耶加 卡莉·史派妮
30163509,飞驰人生,,https://dou.img.lithub.cc/movie/30163509.jpg,2019-02-05(中国大陆),https://movie.douban.com/subject/30163509/,6.8,喜剧,,,,2024-04-02 17:36:40,2019 / 中国大陆 / 喜剧 / 韩寒 / 沈腾 黄景瑜
25824686,变形金刚5：最后的骑士,,https://dou.img.lithub.cc/movie/25824686.jpg,2017-06-23(中国大陆),https://movie.douban.com/subject/25824686/,4.9,"动作,科幻,冒险",,,,2024-04-02 17:36:14,2017 / 美国 中国大陆 加拿大 / 动作 科幻 冒险 / 迈克尔·贝 / 马克·沃尔伯格 安东尼·霍普金斯
2244426,雷霆沙赞！,,https://dou.img.lithub.cc/movie/2244426.jpg,2019-04-05(中国大陆),https://movie.douban.com/subject/2244426/,6.2,"动作,奇幻,冒险",,,,2024-04-02 17:36:07,2019 / 美国 加拿大 / 动作 奇幻 冒险 / 大卫·F·桑德伯格 / 扎克瑞·莱维 马克·斯特朗
